ID,NAME,PROF,TIME1,TIME2,CREDITS,YEAR
RU4402-02,캡스톤디자인(러시아연구),권세은,화 12:00-13:15 (외402),목 12:00-13:15 (외402),3,4
RU4402-03,캡스톤디자인(러시아연구),권세은,화 12:00-13:15 (외402),목 12:00-13:15 (외402),3,4
ELC410-01,어문프로젝트(캡스톤디자인),김상욱,화 15:00-17:45 (외202),,3,4
CHI417-01,캡스톤디자인(중국어),김경석,금 09:00-11:45 (외302),,3,4
CHI417-02,캡스톤디자인(중국어),김경석,금 09:00-11:45 (외302),,3,4
CHI417-03,캡스톤디자인(중국어),김경석,금 09:00-11:45 (외302),,3,4
JP378-01,캡스톤디자인-일본문화컨텐츠제작,이창수,금 13:30-14:45 (외202),금 15:00-16:15 (외202),3,3
JP378-02,캡스톤디자인-일본문화컨텐츠제작,이창수,금 13:30-14:45 (외202),금 15:00-16:15 (외202),3,3
JP378-03,캡스톤디자인-일본문화컨텐츠제작,이창수,금 13:30-14:45 (외202),금 15:00-16:15 (외202),3,3
JP378-04,캡스톤디자인-일본문화컨텐츠제작,이창수,금 13:30-14:45 (외202),금 15:00-16:15 (외202),3,3
CSE406-17,캡스톤디자인,김정욱,화 19:30-20:45 (B09),목 19:30-20:45 (B09),3,4
SWCON401-10,소프트웨어융합캡스톤디자인,이원희,금 15:00-17:50 (전409),,3,4
SWCON401-11,소프트웨어융합캡스톤디자인,강형엽,금 15:00-17:50 (전309),,3,4
SWCON401-12,소프트웨어융합캡스톤디자인,강형엽,금 15:00-17:50 (전309),,3,4
SWCON401-13,소프트웨어융합캡스톤디자인,우탁,금 15:00-17:50 (우정원B140호),,3,4
SWCON401-14,소프트웨어융합캡스톤디자인,우탁,금 15:00-17:50 (우정원B140호),,3,4
SWCON401-15,소프트웨어융합캡스톤디자인,우탁,금 15:00-17:50 (우정원B140호),,3,4
SWCON401-16,소프트웨어융합캡스톤디자인,박상근,금 15:00-17:50 (전409),,3,4
SWCON401-17,소프트웨어융합캡스톤디자인,박상근,금 15:00-17:50 (전409),,3,4
SWCON401-18,소프트웨어융합캡스톤디자인,박상근,금 15:00-17:50 (전409),,3,4
SWCON401-19,소프트웨어융합캡스톤디자인,이대호,금 15:00-17:50 (전409),,3,4
SWCON401-20,소프트웨어융합캡스톤디자인,조명아,금 15:00-17:50 (전409),,3,4
SWCON401-21,소프트웨어융합캡스톤디자인,오승재,금 12:00-14:50 (전309),,3,4
SWCON401-22,소프트웨어융합캡스톤디자인,오승재,금 12:00-14:50 (전309),,3,4
SWCON401-23,소프트웨어융합캡스톤디자인,오승재,금 12:00-14:50 (전309),,3,4
SWCON401-24,소프트웨어융합캡스톤디자인,황효석,금 15:00-17:50 (전409),,3,4
SWCON401-25,소프트웨어융합캡스톤디자인,황효석,금 15:00-17:50 (전409),,3,4
SWCON367-02,게임콘텐츠캡스톤디자인,강형엽,화 17:00-19:50 (전409),,3,3
SWCON367-03,게임콘텐츠캡스톤디자인,강형엽,화 17:00-19:50 (전409),,3,3
SWCON367-04,게임콘텐츠캡스톤디자인,오승재,수 17:00-19:50 (전509),,3,3
SWCON367-05,게임콘텐츠캡스톤디자인,오승재,수 17:00-19:50 (전509),,3,3
SWCON321-05,데이터분석캡스톤디자인,이원희,목 18:00-20:50 (전309),,3,3
SWCON332-03,로봇·비전캡스톤디자인,조명아,금 12:00-14:50 (전509),,3,3
FR4301-01,프랑스문화탐구캡스톤디자인,홍명희,월 13:30-14:45 (외404),월 15:00-16:15 (외404),3,3
FR4301-02,프랑스문화탐구캡스톤디자인,홍명희,월 13:30-14:45 (외404),월 15:00-16:15 (외404),3,3
CSE406-18,캡스톤디자인,유인태,화 19:30-20:45 (B09),목 19:30-20:45 (B09),3,4
CSE406-19,캡스톤디자인,박경문,화 19:30-20:45 (B09),목 19:30-20:45 (B09),3,4
CSE406-20,캡스톤디자인,강선무,화 19:30-20:45 (B09),목 19:30-20:45 (B09),3,4
CSE406-21,캡스톤디자인,이승규,화 19:30-20:45 (B09),목 19:30-20:45 (B09),3,4
CSE406-22,캡스톤디자인,박성배,화 19:30-20:45 (B09),목 19:30-20:45 (B09),3,4
KO4304-01,한국언어문화캡스톤디자인,김종수,화 15:00-17:45 (외404),,3,4
KO4304-02,한국언어문화캡스톤디자인,김종수,화 15:00-17:45 (외404),,3,4
KO4304-03,한국언어문화캡스톤디자인,김종수,화 15:00-17:45 (외404),,3,4
KO4304-04,한국언어문화캡스톤디자인,김종수,화 15:00-17:45 (외404),,3,4
KO4304-05,한국언어문화캡스톤디자인,김종수,화 15:00-17:45 (외404),,3,4
CSE406-23,캡스톤디자인,장대희,화 19:30-20:45 (B09),목 19:30-20:45 (B09),3,4
CSE406-24,캡스톤디자인,조진성,화 19:30-20:45 (B09),목 19:30-20:45 (B09),3,4
GEN418-01,유전공학종합설계,김기영,금 13:00-15:45 (생424),,3,4
GEN418-02,유전공학종합설계,김기영,금 13:00-15:45 (생424),,3,4
GEN418-03,유전공학종합설계,김기영,금 13:00-15:45 (생424),,3,4
GEN418-04,유전공학종합설계,김기영,금 13:00-15:45 (생424),,3,4
GEN418-05,유전공학종합설계,김기영,금 13:00-15:45 (생424),,3,4
GEN418-06,유전공학종합설계,김기영,금 13:00-15:45 (생424),,3,4
GEN418-07,유전공학종합설계,김기영,금 13:00-15:45 (생424),,3,4
GEN418-08,유전공학종합설계,김기영,금 13:00-15:45 (생424),,3,4
GEN418-09,유전공학종합설계,김기영,금 13:00-15:45 (생424),,3,4
FSB402-01,식품생명공학캡스톤디자인1,박천석,토 10:00-12:45 (국301),,3,4
FSB402-02,식품생명공학캡스톤디자인1,박천석,토 10:00-12:45 (국301),,3,4
FSB402-03,식품생명공학캡스톤디자인1,박천석,토 10:00-12:45 (국301),,3,4
FSB402-04,식품생명공학캡스톤디자인1,박천석,토 10:00-12:45 (국301),,3,4
FSB402-05,식품생명공학캡스톤디자인1,박천석,토 10:00-12:45 (국301),,3,4
FSB402-06,식품생명공학캡스톤디자인1,박천석,토 10:00-12:45 (국301),,3,4
FSB402-07,식품생명공학캡스톤디자인1,박천석,토 10:00-12:45 (국301),,3,4
FSB402-08,식품생명공학캡스톤디자인1,박천석,토 10:00-12:45 (국301),,3,4
PAM411-01,바이오소재캡스톤디자인1,이찬희,수 16:00-18:45 (생태정보실험실),,3,4
PAM411-02,바이오소재캡스톤디자인1,이찬희,수 16:00-18:45 (생태정보실험실),,3,4
ELC411-01,문화프로젝트(캡스톤디자인),이택광,화 13:30-16:15 (외305),,3,4
ELC411-02,문화프로젝트(캡스톤디자인),이택광,화 13:30-16:15 (외305),,3,4
ELC411-03,문화프로젝트(캡스톤디자인),이택광,화 13:30-16:15 (외305),,3,4
ELC411-04,문화프로젝트(캡스톤디자인),이택광,화 13:30-16:15 (외305),,3,4
ELC411-05,문화프로젝트(캡스톤디자인),이택광,화 13:30-16:15 (외305),,3,4
ELC411-06,문화프로젝트(캡스톤디자인),이택광,화 13:30-16:15 (외305),,3,4
ELC411-07,문화프로젝트(캡스톤디자인),이택광,화 13:30-16:15 (외305),,3,4
CSE406-25,캡스톤디자인,이영구,금 18:00-20:45 (B09),,3,4
CSE406-26,캡스톤디자인,이영구,금 18:00-20:45 (B09),,3,4
CSE406-27,캡스톤디자인,Chaoning Zhang,화 19:30-20:45 (B09),목 19:30-20:45 (B09),3,4
CSE406-28,캡스톤디자인,Chaoning Zhang,화 19:30-20:45 (B09),목 19:30-20:45 (B09),3,4
CSE406-29,캡스톤디자인,Chaoning Zhang,화 19:30-20:45 (B09),목 19:30-20:45 (B09),3,4
CSE406-30,캡스톤디자인,Chaoning Zhang,화 19:30-20:45 (B09),목 19:30-20:45 (B09),3,4
CSE406-31,캡스톤디자인,전석희,화 19:30-20:45 (B09),목 19:30-20:45 (B09),3,4
